,file_name,transcription,text,text_prediction
71,hate_video_167.wav,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the, ,__label__surprise
72,hate_video_168.wav,the americans of the united states and the united states and the united stateses of new york can be recognized in different countries in the united states and in different countries in the united states and the united states in the united states in the united states in the united states and the united states in the united states and the united states in the united states in the united states in the united states in the united states in the united states and the united states in the united states in the united states in the united states,american united state united state united stateses new york recognized different country united state different country united state united state united state united state united state united state united state united state united state united state united state united state united state united state united state united state united state,__label__joy
73,hate_video_169.wav,he's a good fellow you're a good fellow take him he'll kill me i'll kill him take it i'll hurt him i don't know that he's a very silly fellow,he good fellow youre good fellow take hell kill ill kill take ill hurt dont know he silly fellow,__label__sadness
74,hate_video_170.wav,it is a great deal of it the president the premium pre premium premium premium premiumsiscipients that is the result of it is the result of it that is the result of it is the result of it that it is the result of it is the result of it that it is the result,great deal president premium pre premium premium premium premiumsiscipients result result result result result result result,__label__joy
75,hate_video_171.wav,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the, ,__label__surprise
76,hate_video_172.wav,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the, ,__label__surprise
77,hate_video_173.wav,cried arboza neither too or i will make up that you know a jail what may be added au revoir brought not the name of arraphadotto and agraphena who would say no harm why why might i have cried a man and i did not remember that when i arrived at what i arrived at arboyo de hobonayo the do not without without without without without without without without without without without without a word or not without a word or another word or another word or another word or another gun or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two or two,cried arboza neither make know jail may added au revoir brought name arraphadotto agraphena would say harm might cried man remember arrived arrived arboyo de hobonayo without without without without without without without without without without without without word without word another word another word another word another gun two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two two,__label__joy
78,hate_video_174.wav,amosyrmome and amosyrmaenasymnasymmadymnasymmadymmaenasymmadymmaemaemadymmadymmaemadymmadmaemaemaenadmadymmaenasaemaemaemadmadmadmaemaemaemadmaemaemaemaemaemaemaemaemaemadmadmadmadmaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemmaemmae,amosyrmome amosyrmaenasymnasymmadymnasymmadymmaenasymmadymmaemaemadymmadymmaemadymmadmaemaemaenadmadymmaenasaemaemaemadmadmadmaemaemaemadmaemaemaemaemaemaemaemaemaemadmadmadmadmaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemaemmaemmae,__label__surprise
79,hate_video_175.wav,now on each of us you can't help you go away on your neck go in the sheep you be a funny dog on your neck on the ground down on the ground don't on the ground get down on the ground that's the lucky man who does the animal's down the ground stands down the ground stands down the ground stands down the ground down the ground stands down the ground stands down the ground stands down the ground down the ground down the ground stands down against the ground stands down the ground stands down against the ground stands down against the ground stands down the ground stands down against the ground stands down against down the ground stands down the ground stands down the ground stands down stands down the ground stands down the ground stands down against down the ground stands down the ground stands down the ground stands down stands down the ground stands down the ground stands down stands down stands down stands down stands down stands down stands down stands down stands down stands down stands down,u cant help go away neck go sheep funny dog neck ground ground dont ground get ground thats lucky man animal ground stand ground stand ground stand ground ground stand ground stand ground stand ground ground ground stand ground stand ground stand ground stand ground stand ground stand ground stand ground stand ground stand ground stand stand ground stand ground stand ground stand ground stand ground stand stand ground stand ground stand stand stand stand stand stand stand stand stand stand stand,__label__fear
80,hate_video_176.wav,headed with those vile mocking sickly limbs what was that,headed vile mocking sickly limb,__label__anger
81,hate_video_177.wav,the americans are the only one of the jewish wars the jews are not actually a microscopical designs is the reaction the white house i don't support coppers because they bow to the jews in the negroes the germans,american one jewish war jew actually microscopical design reaction white house dont support copper bow jew negro german,__label__joy
82,hate_video_178.wav,besides these the others the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,besides others,__label__surprise
83,hate_video_179.wav,he's a very fine fellow to take a piece of paper he made his mail start on it when you walk down the street you've been going to town he looked at the door beyond the street he heard a sound of sounding sounds and sounded sounds of sounding sounds and sounded sounds and sounded sounded sounds of sounds and sounded sounds of sounds and sounds of sounding sounds and sounds and sounds and sounded sounded sounded sounds of sounding sounding sounds of sounds and sounds of the sounds of the sounds of the sounds of the sounds of the sounds of the sounds and sounds of the sounding sounding sounds of the sounding sounding sounding sounds of the sounding sounding sounds of the sounding sounds of the sounds of the sounds of the sounds of the sounds of the,he fine fellow take piece paper made mail start walk street youve going town looked door beyond street heard sound sounding sound sounded sound sounding sound sounded sound sounded sounded sound sound sounded sound sound sound sounding sound sound sound sounded sounded sounded sound sounding sounding sound sound sound sound sound sound sound sound sound sound sounding sounding sound sounding sounding sounding sound sounding sounding sound sounding sound sound sound sound sound,__label__joy
84,hate_video_18.wav,i don't want to get about anything i can't get rid of that and i went in i'm afraid it's a fool i don't i won't do it a house a good girl a little worse and no security are getting out of it and if one can't go to the point,dont want get anything cant get rid went im afraid fool dont wont house good girl little worse security getting one cant go point,__label__fear
85,hate_video_180.wav,now when salio said inwards no but you can never have been able to see it's a horse about it for zena tat is a,salio said inwards never able see horse zena tat,__label__joy
86,hate_video_181.wav,yesterday or not i'll make it do the note ready to the mouth i dare say eight peoples i says say nigger bears they have heard ha ha ha ha but the headmano had floured it in the middle of the paper,yesterday ill make note ready mouth dare say eight people say say nigger bear heard ha ha ha ha headmano floured middle paper,__label__sadness
87,hate_video_182.wav,he's a great deal of business and a great deal of it he's a official the originally called for conseil and i'll find all the coals you can have to get into it,he great deal business great deal he official originally called conseil ill find coal get,__label__joy
88,hate_video_183.wav,why at what the fought one is this nickel at doing on here look at us nigelly,fought one nickel look u nigelly,__label__joy
89,hate_video_184.wav,like a blackbird like a hay hay nigger a nigger a nigger a nigger a sleeping nigger,like blackbird like hay hay nigger nigger nigger nigger sleeping nigger,__label__sadness
90,hate_video_185.wav,i've got a man's head and a man's back and a man's got to a my jack nigger faggot caught the dike nigger faggot got dike tromp wanted a man to get a man's hand and a man to get a man's hand to the man's head and a man's a man's a man and a man's a man and a man and a man and a man to get a man's a man's a man to get a man to get a man to get a man and a man and a man and a man to get a man to get a man to get a man to get a man and a man and a man to get a man and a man and a man and a man and a man to get a man and a man and a man and a man and a man and a man and a man and a man and a man and a man,ive got man head man back man got jack nigger faggot caught dike nigger faggot got dike tromp wanted man get man hand man get man hand man head man man man man man man man man get man man man get man get man get man man man man get man get man get man get man man man get man man man man man get man man man man man man man man man man,__label__anger
91,hate_video_186.wav,it's a great deal of importance to be allowed to be a great deal more than five hundred not that what i have to say is the term the blacks are on a rampage and we need to stop em the whole the blacks are blacks as blacks have as usual,great deal importance allowed great deal five hundred say term black rampage need stop em whole black black black usual,__label__joy
92,hate_video_187.wav,the emperor who could not scratch your only friend you vie it's strange and naturally yellow and little of the first of all your lives don't belong to them you echoed another young man who happened to have no harm to have you have no happier,emperor could scratch friend vie strange naturally yellow little first life dont belong echoed another young man happened harm happier,__label__anger
93,hate_video_188.wav,for a few thousand pounds a year or two and a thousand pounds per cent he made his mails off on it when he walked down the street he ran through and down he looked at the door between the streets and the chairs and the chairs and the chairs and the chairs and the chairs and chairs and chairs and chairs and chairs were taken down to the tables and a few of the chairs and a few of the chairs and a few of the chairs and a few of the tables and a few and a few and a few and a few and a few and a few and a few and a few and a few and a few and a few and a few and a few and a few and a few and a pieces and a few and a few and a few and a few and a few and a few and a few and a few and a pieces and a few and a pieces,thousand pound year two thousand pound per cent made mail walked street ran looked door street chair chair chair chair chair chair chair chair chair taken table chair chair chair table piece piece piece,__label__joy
94,hate_video_189.wav,you don't know what's the matter with you it's my favorite people the blackness why the blacks are my favourite why because of the best criminals you can't eat it there are the best criminals,dont know whats matter favorite people blackness black favourite best criminal cant eat best criminal,__label__sadness
95,hate_video_19.wav,we are not there no no no replied the queen yes she conjured something now i'm fully going to paint the earth but do you make her only by the way they don't go in the kaffir,replied queen yes conjured something im fully going paint earth make way dont go kaffir,__label__joy
96,hate_video_190.wav,he had to take a larger number of them at the same time but a larger number of them i think are generally not even as alike across the two of sealing affairs the human one to show your face the man what do you want to do with the doctor what do you think of the papers he had to pay them,take larger number time larger number think generally even alike across two sealing affair human one show face man want doctor think paper pay,__label__joy
97,hate_video_191.wav,the cocks and the foxes and the cocks and the cocks and the cocks and when you see some one there and now and then that guides a cow anything very necessary especially if he why aren't he calls you in a sanchinist that's a good house he's a good deal of the cocks he asks a good sized the cocks and the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks the cocks,cock fox cock cock cock see one guide cow anything necessary especially arent call sanchinist thats good house he good deal cock asks good sized cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock cock,__label__joy
98,hate_video_192.wav,i'll take you up and see what he's going to do with you i'll see what you're going on i'm afraid i'll come along i'll i'll follow him a half a half a half,ill take see he going ill see youre going im afraid ill come along ill ill follow half half half,__label__joy
99,hate_video_193.wav,a man whose name is a man whose name is kwairyozo kwairyo keryozyo keryozyo began to take a capitation of kwairyozo aozozo kerozyo kyozyo kyozyo kyozyozyo kyozyozyozyo kyozyozyozyozyozyozyozyozyozyo kyozyozyozyozyozyozyozyo kyozyo kyozyozyozyozyozyozyozyozyozyozyozyozyozy,man whose name man whose name kwairyozo kwairyo keryozyo keryozyo began take capitation kwairyozo aozozo kerozyo kyozyo kyozyo kyozyozyo kyozyozyozyo kyozyozyozyozyozyozyozyozyozyo kyozyozyozyozyozyozyozyo kyozyo kyozyozyozyozyozyozyozyozyozyozyozyozyozy,__label__sadness
100,hate_video_194.wav,i'm afraid it's a good thing i'm afraid it's a good deal i'll get you i see i see the man shook his head there's a little while i'm like that i'm afraid i'm afraid he's a good fellow i'm afraid he's a good fellow he said to me as i's a good as i's a good as a good as a good as a good as a good as he's a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as a good as,im afraid good thing im afraid good deal ill get see see man shook head there little im like im afraid im afraid he good fellow im afraid he good fellow said good good good good good good he good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good,__label__joy
101,hate_video_195.wav,what is the use of it we'll take it and we'll take it off then i've got a feeling at this time rum i've got a feeling to say that this time we're just waiting for a few seconds we'll see what it is,use well take well take ive got feeling time rum ive got feeling say time waiting second well see,__label__joy
102,hate_video_196.wav,he shouted as he walked down the hill he shouted some of the others in a low voice he paused and we'll have your attention he said well we'll we'll go back he'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll go back to the room and we'll we'll get up he shouted and we'll take a few horses and we'll get up he shouted i'll take up he shouted he shouted and we'll get up and we'll get up he shouted i'll take a few horses and we'll take a few horses and we'll get up and we'll get up and we'll get up and we'll get up and we'll take up and we'll take up and we'll take up and we'll take up,shouted walked hill shouted others low voice paused well attention said well well well go back hell well well well well well well well well well well go back room well well get shouted well take horse well get shouted ill take shouted shouted well get well get shouted ill take horse well take horse well get well get well get well get well take well take well take well take,__label__joy
103,hate_video_197.wav,i'll get you back to the end of it i'll get you here and get your hand to the end of it i'll take you on and on i'll get it in the end if this wind right here goes out to the greatest thing here we're in the middle of it i'll take it i'll take it back to it i'll get it i'll take it back to the end of it i'll take it i's the end of it i's the end of it i's the end of it i's the end of it i's the end of it i's the end of it i's the end of it i's the end of it i's the end of it i's the end of it i's the end of it i'll get it i's the end of it i's the end of it i's the end of,ill get back end ill get get hand end ill take ill get end wind right go greatest thing middle ill take ill take back ill get ill take back end ill take end end end end end end end end end end end ill get end end end,__label__sadness
104,hate_video_198.wav,he asked with a loud shout that's the way he shouted with a quicker style no not looks clannny not into fun with looks clanny nothing to fun well what's the matter with what's the matter with he asked quickly what's the matter what's that he asked,asked loud shout thats way shouted quicker style look clannny fun look clanny nothing fun well whats matter whats matter asked quickly whats matter whats asked,__label__joy
105,hate_video_199.wav,you're only waiting for me i don't think you're going i'll make him foolish agree with me i'm foolish waiting for you to wait a little while,youre waiting dont think youre going ill make foolish agree im foolish waiting wait little,__label__sadness
106,hate_video_2.wav,that is not that it is not that it is a man a man alone and a man alone alone is also in a big hole in a hole in a hole in a hole in a hole in the middle of it but that it is not that it is not that it is not that that it is not that that it is not that that it is not that that that it is not that that it is not that that that it is not that that it is not that that that that that it is not that it is not that that that that it is not that that that that that it is not that that that that that that that it is not that it is not that it is not that that that that that that that it is not that that that that it is not that that that that that that that it is not that it is not that that it is not that that it is not that it is not that that it is not that it is not that it is,man man alone man alone alone also big hole hole hole hole hole middle,__label__sadness
107,hate_video_20.wav,theory is not the difference because it happens because i hate niggers because you thus think yourself akim bad asset should not even show your face on your tufty or mustard scampering into a hole hen we was changing into a hole in front of it three or five feet per centimets a third of the length of the length of the length of the length is at length,theory difference happens hate nigger thus think akim bad asset even show face tufty mustard scampering hole hen changing hole front three five foot per centimets third length length length length length,__label__sadness
108,hate_video_200.wav,a man who has a large piece of papers and a glass of wine and a bottle of wine and a piece of paper paper the greater the greater the greater the greater you know the deal it's me you know the deal it's all it's a man it's made no doubt it's a matter of course it's a matter of course it's a matter of course it's a matter of course it's a man it's a piece of course it's a piece of it's a man it's a man to because it's a piece of it's a piece it's a matter it's a matter it's a piece of it's a piece of it's a very bad to because it's a piece it's a man to because it's a matter it's a matter it's a piece and it's a,man large piece paper glass wine bottle wine piece paper paper greater greater greater greater know deal know deal man made doubt matter course matter course matter course matter course man piece course piece man man piece piece matter matter piece piece bad piece man matter matter piece,__label__joy
109,hate_video_201.wav,i can't tell you what it is my name is my name is my name is my name is haigeh my name is my name is haig my name is haigeh i my name is my name is haigeh i my name is my name is kleg kleg klep kymyozyozyozyo my name is the name is kyozyozyozyozyozyozyozyozyozyozyozyozyozyozyo at the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name is the name of the name is,cant tell name name name name haigeh name name haig name haigeh name name haigeh name name kleg kleg klep kymyozyozyozyo name name kyozyozyozyozyozyozyozyozyozyozyozyozyozyozyo name name name name name name name name name name name name name name name name name name name name name name,__label__love
110,hate_video_202.wav,that is what is it that the cat a the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,cat,__label__surprise
111,hate_video_203.wav,that's what we've got to pick up the picker's neck why don't we hang all makers now why don't we hang all's makers now why don't we have it that's what is the matter with it that's what is the matter what is the matter with it that we have,thats weve got pick picker neck dont hang maker dont hang alls maker dont thats matter thats matter matter,__label__sadness
112,hate_video_204.wav,what is the use of it is a little ay ay ay ay ay ay ay ay ay says ay ay ay ay a's ay ay ay ay a's ay ay says ay ay ay ay says ay ay says ay ay says ay ay ay ay says ay ay that's ay that's ay that's ay that's a's ay that it is ay says ay says ay that it's ay that it is ay that's a's ay that it is a's ay that it is ay says it's a's a's ay that he's ay that it is ay says ay says ay says ay says ay says it is ay says it is ay a,use little ay ay ay ay ay ay ay ay ay say ay ay ay ay ay ay ay ay ay ay say ay ay ay ay say ay ay say ay ay say ay ay ay ay say ay ay thats ay thats ay thats ay thats ay ay say ay say ay ay ay thats ay ay ay say ay he ay ay say ay say ay say ay say ay say ay say ay,__label__anger
113,hate_video_205.wav,that is what is the use of it it all all and the others take several responsibility for your actions you have no intelligence or responsibility for your actions that is what is the use of it that is the same it is the same as it is the same as it is the same that it is the same as it is the same as it is the same as it is the same that it is the same as it is the same as it is the same as it is the same as it is the same that it consists,use others take several responsibility action intelligence responsibility action use consists,__label__joy
114,hate_video_206.wav,can't we take the candy of the candy he cried what a hey he can't kill the candy candy the candy candy the candy the candy the candy candy candied the candy candy candied the candy,cant take candy candy cried hey cant kill candy candy candy candy candy candy candy candy candied candy candy candied candy,__label__sadness
115,hate_video_207.wav,that is what is the matter what is it er e ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay but that is not that that that that that that is not that that that that that that that that that is not that that that that that that that that that is not that that that that that that that that that that is not that that that that that that that that that that that that that that that that is not that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that is that that that that that that that that that that that that that is that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that the the the the,matter er e ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay ay,__label__sadness
116,hate_video_208.wav,he's a man who's going to see what he's going to do with a horse and a horse and a hole when a gaiter kills a baby no one calls it a radical because it's obvious that all of them a dangerous animals he's afraid he's got to get a piece of food he said with a piece of food he's a piece of food he's a piece of it's a piece of food he said he's a piece he's a piece of it's a piece he said he's a piece he's a piece of it's a piece he said he's a piece he's a piece he's a piece he's a piece he's a piece he's a piece he's a piece he's a piece he's a piece he's a piece he's a piece he's a piece he's,he man who going see he going horse horse hole gaiter kill baby one call radical obvious dangerous animal he afraid he got get piece food said piece food he piece food he piece piece food said he piece he piece piece said he piece he piece piece said he piece he piece he piece he piece he piece he piece he piece he piece he piece he piece he piece he piece he,__label__joy
117,hate_video_209.wav,he went back to the cabin and caught him by the back of the ground with his right leg for the keg a crew absolutely nothing wrong moon men of his which he just got a coil of number one digger killer if you are not white and i must take it he added with a quick shout he stopped at the next he went back to the next he went back to his feet and went to the next he went back to the next he went to the next he went to the next he went to the next he went to the next,went back cabin caught back ground right leg keg crew absolutely nothing wrong moon men got coil number one digger killer white must take added quick shout stopped next went back next went back foot went next went back next went next went next went next went next,__label__anger
118,hate_video_21.wav,the others the others the others and the others are all the others all all are all all the allies the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,others others others others others ally,__label__anger
119,hate_video_210.wav,he was walking up he is a massive faggot and is dick is tinier than a new born maggot he really thought he was being funny clever and witty what an actuality his post was just very should he the only other thing his mouth spills out that done are impossibly large quantities of nickel he had a woman between his knees but instead he could only drag his tails,walking massive faggot dick tinier new born maggot really thought funny clever witty actuality post thing mouth spill done impossibly large quantity nickel woman knee instead could drag tail,__label__joy
120,hate_video_211.wav,what is it what is it yes yes it is no need to eat white man there is no need to feel down white man there is no need of it that is what is it what is it what is it what is it what is it what is it what is it what is it what is what is it what is it what is what is it what is what is it what is what is it what is what is it what is it what is it what is it what is it what is it what is it what is what is what is what is it what is it what is it what is it what is it what is it what is,yes yes need eat white man need feel white man need,__label__joy
121,hate_video_212.wav,i'll go back to the mill you're not going to take me with your wife as soon as you're back again as you're cashed hashed her we're working how spilling the hashed hashed the rain i'll spilling i'll spilled my fingers and i'll give you a piece of paper i'll give you a piece of paper i'll give you a piece of paper i'll take it back to you a piece of paper i'll be carefully i'll be carefully i'll take it i'll be carefully i'll take it i'll be carefully i'll take it i'll take it i'll take it i'll take it back to you i'll take it back to you i'll take it i'll take it i'll take it i'll take it back to you back to,ill go back mill youre going take wife soon youre back youre cashed hashed working spilling hashed hashed rain ill spilling ill spilled finger ill give piece paper ill give piece paper ill give piece paper ill take back piece paper ill carefully ill carefully ill take ill carefully ill take ill carefully ill take ill take ill take ill take back ill take back ill take ill take ill take ill take back back,__label__joy
122,hate_video_213.wav,it is the very very very probably the more the more the more the more the more the more the more the more the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,probably,__label__surprise
123,hate_video_214.wav,sperans said the meat ah if i can don't make out if i can't make out i can make out i can make a note on a gun i got another gun i got it said a little silence still a little silence still a little silence said a little silence still a little silence still a little silence still a little silence still it sounded a little silence still rests still it sounded still it sounded suddenly said a little silence still it sounds still it is still it sounds it sounds it sounds still it sounds it sounds said a little and it sounds said a little and it sounds still it sounds it sounds it sounds said it sounds it sounds it sounds stops stops it sounds it sounds said a little and it sounds it sounds it sounds it sounds stops stops stops stop and it is still it sounds stop and it it is still it,sperans said meat ah dont make cant make make make note gun got another gun got said little silence still little silence still little silence said little silence still little silence still little silence still little silence still sounded little silence still rest still sounded still sounded suddenly said little silence still sound still still sound sound sound still sound sound said little sound said little sound still sound sound sound said sound sound sound stop stop sound sound said little sound sound sound sound stop stop stop stop still sound stop still,__label__anger
124,hate_video_215.wav,i was afraid he's afraid he was on my way to the clanwelly for himself with my highest kiltalian but ran finally to his day for i lowed up on amyl and go on a killing screech and marrow but while driving my to the right side of the trees he shouted with a shout he shouted shouted as he stopped at a shouted at the sound of the sound of the sound of his shouts he was a shouts shouts shouts he shouted at the sounds shouts shouted shouts shouts shouts shouted he shouted at the sounded at the sounds shouts shouts shouts shouts shouts shouts shouts shouts shouts shouted as he shouted at the sounded at the sounded shouts shouts shouts shouts shouts shouts shouts shouts shouts shouts shouts shouts shouts,afraid he afraid way clanwelly highest kiltalian ran finally day lowed amyl go killing screech marrow driving right side tree shouted shout shouted shouted stopped shouted sound sound sound shout shout shout shout shouted sound shout shouted shout shout shout shouted shouted sounded sound shout shout shout shout shout shout shout shout shout shouted shouted sounded sounded shout shout shout shout shout shout shout shout shout shout shout shout shout,__label__anger
125,hate_video_216.wav,he asked in a state of surprise i don't think he'll find his fingers on yours i'll take it out of a fresh man who is materially little they have some quartz moccascatscaps he asked at once what is the business he asked,asked state surprise dont think hell find finger ill take fresh man materially little quartz moccascatscaps asked business asked,__label__joy
126,hate_video_217.wav,that'll make a man's way to the bank and make a big hole with it i'm sure that i'll take him out of the legs and combs and then i don't know you there's a walking sloth in a big black boat you know that he'll get a man's horse and that'll make a man's the way to get a man's a man's a man with a man's a man's a good man's a good man with a man's a leg and a man to get a man to get a man's a man with a man to get a man to get a man to get a man's a man's a man to get a man's a man to get a man to get out of a good man's a man's a man's a man with a man to get a man to get a man and a man,thatll make man way bank make big hole im sure ill take leg comb dont know there walking sloth big black boat know hell get man horse thatll make man way get man man man man man good man good man man leg man get man get man man man get man get man get man man man get man man get man get good man man man man man get man get man man,__label__joy
127,hate_video_218.wav,i don't know what it is but a good one i who like to see it may be gotten out of my zigzag to morrow will you run right returned the little man it's a good deal too late i don't think it's not very good for you to get out of a clean place and take here a good deal of it when you have done it will be done it is done with a good one of a good opportunity to take a good opportunity to take a good opportunity to take here a good opportunity to get ready to get a good money to get a good or not to get ready to get ready to get ready to get a good one of the money to get a good money to get a good at the money to get a good one of the money to get a good one of the money to get a good piece of the food and take a good one of the food and take a good piece of the food and,dont know good one like see may gotten zigzag morrow run right returned little man good deal late dont think good get clean place take good deal done done done good one good opportunity take good opportunity take good opportunity take good opportunity get ready get good money get good get ready get ready get ready get good one money get good money get good money get good one money get good one money get good piece food take good one food take good piece food,__label__joy
128,hate_video_219.wav,the greatest and the greatest and the greater all all all the leals the leals the leals the leals the leals and the greatest and the the greatest and the greatest and the greatest and the greatest and the greatest and the greatest and the greatest and the greatest and the greatest and the the the the the greatest and the the the the the the the the the the the the the the the the the the greatest and the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,greatest greatest greater leals leals leals leals leals greatest greatest greatest greatest greatest greatest greatest greatest greatest greatest greatest greatest,__label__joy
129,hate_video_22.wav,yes yes yes yes yes yes count on a prisoner gord is it all right in the world is it all right in the world is it all right in the world is it all right he asked yes well yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes well yes yes yes well yes he he is it is it is it it is not he he he he he replied,yes yes yes yes yes yes count prisoner gord right world right world right world right asked yes well yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes yes well yes yes yes well yes replied,__label__anger
130,hate_video_220.wav,oh yes yes i am a little a little amos amos amos,oh yes yes little little amos amos amos,__label__joy
131,hate_video_221.wav,i don't think i'm afraid it's as good as missus wyndham as well as she says as missus wyndham is like you are acting like hunted indians just then do you think you aren't like my david's exactly how he's going to get up and i don't think he't wanted to go back again,dont think im afraid good missus wyndham well say missus wyndham like acting like hunted indian think arent like david exactly he going get dont think het wanted go back,__label__joy
132,hate_video_222.wav,i'm not afraid i'm going to take you back to the bank and i'll get it out of my way it's been a ride i guess i had to find the black race to help the white one now some of you i'll help the white ones i'll follow him now some of you i'll get a piece of that's the way to get up said the others the others very well we can't we can't we can't we can't we can't we can't we't we can't we can't we can't we can'll get up if we can'll take it't we can't we can't we can't we can't we can't we't we can't we can't we't we't we can't we't we't we't we't,im afraid im going take back bank ill get way ride guess find black race help white one ill help white one ill follow ill get piece thats way get said others others well cant cant cant cant cant cant wet cant cant cant canll get canll take itt cant cant cant cant cant wet cant cant wet wet cant wet wet wet wet,__label__sadness
133,hate_video_223.wav,we'll have to make out what's the matter with all our people all all all all all all all all all all in man twenty nine came after did nothing wrong i'm killing specks killings pick killings pigs killings pigs killings pigs they'llings pigs they killed tad's tails they killed tad's tad's tails they killed the tad's tails they killed the tails they caught the tails they killed the tails they caught the tails they killed the tails they caught the tails they caught the tails they killed the tails they killed the tails they killed the tails they caught the tails they killed the tails they caught the tails they killed the tails they killed the tails they killed the tails they killed the tails they,well make whats matter people man twenty nine came nothing wrong im killing speck killing pick killing pig killing pig killing pig theyllings pig killed tad tail killed tad tad tail killed tad tail killed tail caught tail killed tail caught tail killed tail caught tail caught tail killed tail killed tail killed tail caught tail killed tail caught tail killed tail killed tail killed tail killed tail,__label__sadness
134,hate_video_224.wav,that's what he's got to take the fact not a single fact but it's an extraordinary fact that i don't give a fact not a single fact as i was on his right side on the other side of the floor i'll give it up that's the same as i'll get a piece of it i'll give it a piece of it i'll take it i'll take it up he added a piece of it i'll take it up he added a piece of it i's a piece of it i's a piece of it he added it he added it he added i's a piece of it i's a piece of it he added it i began to it i's a piece of it he began to it i'll take it he added it he added it it he added it i began to a piece and i's a piece of it,thats he got take fact single fact extraordinary fact dont give fact single fact right side side floor ill give thats ill get piece ill give piece ill take ill take added piece ill take added piece piece piece added added added piece piece added began piece began ill take added added added began piece piece,__label__joy
135,hate_video_225.wav,he's a great deal of it he's a great deal of it he's a good man and he's a good man and a young boy a man a good man a good man a good man,he great deal he great deal he good man he good man young boy man good man good man good man,__label__joy
